x,y,xa,ya
120,355,147.19421753694593,363.2787662126253
120,360,147.31370305388538,368.49563188199033
120,365,147.91851975246792,373.98855122382554
120,370,148.89014479145,379.3060288787562
120,375,149.47383388234465,384.95994618970076
130,200,142.59466653707636,208.01238948852787
130,205,142.44710631239903,212.1643322838508
130,210,142.82568504276915,218.23107439458002
130,215,143.30817767064897,223.608857397602
130,220,143.98986166932548,228.63940820100473
130,225,144.49016796947575,233.9886744237456
130,230,145.2795189177571,238.23102116758275
130,235,145.1801609332587,242.54051909518134
130,240,145.7799056114635,247.93521537046345
130,245,146.2959523974625,252.54854930663134
130,250,146.90601276685783,257.2589872126576
130,255,147.51235047927898,262.9583169612379
130,260,147.46343360245,267.09941154716284
130,265,148.1286516969579,272.8481522227636
130,270,149.16480856789573,277.6817687084035
130,275,149.61258797374097,282.6328307421253
130,280,149.8755644049375,287.1899974645688
130,285,150.45401615219632,292.8185464891228
130,290,150.8614345761145,297.1047620236532
130,295,151.43446806536505,302.3264619786423
130,300,152.1034705538232,307.2806251076663
130,305,152.74678559937067,313.24855296032916
130,310,153.04151517202666,318.0559375572354
130,315,153.16588081240624,322.36843463910407
130,320,153.94860167306894,327.97927878688273
130,325,154.71939444739877,333.7104710389233
130,330,154.81395339231517,338.0739831127211
130,335,155.15886820385384,343.0478725075049
130,340,155.77261320164448,348.0309410800375
130,345,156.4085145653061,353.135212753439
130,350,157.058660400073,358.63249954188024
130,355,157.56453525558544,363.2048526613938
130,360,157.93422317093274,368.4677868295029
130,365,158.46786925800086,373.12890981024486
130,370,159.4279855447898,378.7735124305605
130,375,159.8693290100172,383.150985143989
140,200,153.121642361961,208.39996247900274
140,205,153.39556604895643,211.8838804070223
140,210,153.54827461823206,216.95162695954153
140,215,154.25598595098032,222.5990039157754
140,220,154.76676422947622,226.9923319457273
140,225,155.14275471001736,231.99608814389592
140,230,155.65813371695063,236.75125247421803
140,235,156.30809048634686,242.39203224018408
140,240,156.61528718777743,247.05851667958726
140,245,157.28600327850182,252.07477028927545
140,250,158.20833091574394,257.5252648394052
140,255,158.47335927930374,261.7196323902737
140,260,159.1352130344123,266.7523513655359
140,265,159.47494665608346,271.55965379495916
140,270,160.11338168378532,277.96573237762675
140,275,160.69334935690375,282.29106545305035
140,280,161.07301731094392,287.511198336029
140,285,161.62080022672072,292.7887074810177
140,290,162.02098836331442,297.1598835930292
140,295,162.95196931027183,301.89728986354686
140,300,163.45794416917414,306.9007048119264
140,305,163.8711151770148,312.31132657758764
140,310,164.5639748569721,317.4403336102113
140,315,164.99448911333863,322.2252514661692
140,320,165.58026742490753,327.676492105828
140,325,165.52496251556497,332.2767556607332
140,330,165.9041702075704,336.2877687349596
140,335,166.58954368295943,342.75158461312054
140,340,167.12630024581497,347.40693020519933
140,345,167.8586927455194,352.50220324091765
140,350,168.48512848975938,357.35171577867476
140,355,169.06526412935023,362.9071917377018
140,360,169.6855897717897,367.39867065455724
140,365,170.28494920187111,372.9645042547524
140,370,170.8091995591062,378.4239333315495
140,375,171.35407493700322,383.27291794331484
150,200,163.4509530214662,207.61489537927014
150,205,163.74932892505126,211.03844292635182
150,210,164.15253276628707,216.42624544790033
150,215,164.24144582293306,221.29864296964575
150,220,164.927286371643,226.47035427840692
150,225,165.46909757544614,231.11835414955164
150,230,166.1081774268145,236.17607758061024
150,235,166.62683318864626,240.92852459194827
150,240,166.87624207018044,245.26345939115845
150,245,167.48843858099295,250.79877426566085
150,250,168.309487924562,256.31008733315724
150,255,168.3480206141134,261.6453122200767
150,260,168.5894791334319,266.09383289165703
150,265,169.70457654905564,271.1783487506768
150,270,170.00856942426253,276.0288018605547
150,275,170.2757317461409,280.611958530487
150,280,170.61154261788226,285.66045630393666
150,285,170.8166596989237,290.6100298636733
150,290,171.05694971968356,295.0036383307747
150,295,172.08150373732227,300.1376044941271
150,300,173.34059761052873,306.23778652428206
150,305,173.86376501563242,311.294143263868
150,310,174.5422481182327,316.0784142619434
150,315,175.1260024876467,321.69539139979673
150,320,175.4503209884984,326.2545425175091
150,325,175.4612288300825,331.28227944374424
150,330,175.88361088706,335.8853024852458
150,335,176.49174334802152,341.5452286694347
150,340,177.18294044246522,346.029229176181
150,345,177.85388895940358,351.2430319005351
150,350,178.56779367360983,356.78926753968926
150,355,179.23615207285732,362.8910696023915
150,360,179.69094922717798,367.92139289829674
150,365,180.32232199261858,372.9933470098825
150,370,180.84139533098642,378.69430593176565
150,375,181.99533092910528,383.6217661513833
160,200,174.1177239321616,205.6262430894426
160,205,174.21071489019988,209.87455982066123
160,210,174.78252203883977,215.40253501340695
160,215,174.92531587362848,221.24567347522182
160,220,175.40032637561904,225.6125705288687
160,225,176.31021904000605,230.99081433707067
160,230,176.78131710447317,235.63853347803547
160,235,177.51650894612706,240.77109840596168
160,240,178.05317244452903,245.20301872226895
160,245,178.92145350734611,249.99502890460084
160,250,178.78965287345355,255.138158417214
160,255,179.06177340166778,260.03659676728864
160,260,179.81559455144037,265.34713392264746
160,265,180.30659352111078,270.10326188040386
160,270,180.91400371645707,275.1513285329457
160,275,181.1731860203599,280.2690499713305
160,280,181.61451922546732,285.24874989784854
160,285,182.39776225829016,290.3777938406382
160,290,182.767843127541,295.49038406986875
160,295,183.53050969115478,299.99607405138823
160,300,183.89272088786234,304.9788471842586
160,305,184.85827167259473,310.636763396445
160,310,185.29789983282515,315.70503164513616
160,315,185.86400264904634,320.7120716108473
160,320,186.38109871499304,326.3128542364071
160,325,186.81902143922179,331.30758563668223
160,330,187.34644454544866,337.0552960784133
160,335,187.48882290068755,341.68583157518816
160,340,188.09391089649452,346.23207129021523
160,345,188.73227103342725,351.5187602251874
160,350,189.20888116205032,356.28210360886436
160,355,189.7805686325384,361.1842413885514
160,360,190.3412540747158,366.9992710457274
160,365,191.22366152946125,372.49913613735714
160,370,191.804229701498,376.5372176371213
160,375,191.7434899129692,382.0456941415219
170,200,184.2508540279421,205.22938731390423
170,205,184.23759213596972,209.74838921216949
170,210,184.82895681058164,214.97950334747395
170,215,185.7041069300375,220.4028134340406
170,220,186.00424871852712,224.39649269601136
170,225,186.62658836495814,230.05705107723213
170,230,187.2559798172597,234.57585162731422
170,235,187.55980527579467,238.7726667186212
170,240,188.21341918166968,244.17648084533323
170,245,188.94156637599283,248.68480105150113
170,250,189.5158792943414,253.6844082042599
170,255,189.83533356787896,259.74853726242895
170,260,190.06444188096813,264.71459475312054
170,265,190.33828768090945,270.35413743831117
170,270,190.46169443719938,274.4802352400162
170,275,191.1427633297184,279.9198602862923
170,280,191.95073873567398,284.8017831380788
170,285,192.87090062288274,289.76805275863194
170,290,193.20493624950404,294.86315235634316
170,295,193.78538881938954,300.29702295205095
170,300,194.08864934929687,305.64307728915287
170,305,194.6968861733967,309.81960601285306
170,310,195.29829958234657,314.4573475292647
170,315,196.3629562523003,320.29434110670974
170,320,197.12652837283923,325.8784608626829
170,325,197.50945983519577,331.1849268138581
170,330,197.6327141796371,335.8220297774398
170,335,198.07499725525642,340.9301652686781
170,340,198.60860679768362,346.3309251935656
170,345,199.07733690194536,350.7548077456002
170,350,199.70100986652352,355.90485270766305
170,355,200.4588720022996,360.785666792497
170,360,201.26924177388773,366.1505778410638
170,365,202.1357573969077,371.89602213118934
170,370,202.75868195036222,376.25165034700194
170,375,203.2422813695202,382.4469824783429
180,200,195.26475649093985,204.0256037690553
180,205,195.39829406934012,208.9093192104096
180,210,195.9556321129845,213.98460269775327
180,215,196.79887526991757,218.95934580172613
180,220,197.4084373324359,223.4921644510218
180,225,197.7631964911796,227.93704755625015
180,230,198.75930667726695,234.17860407240917
180,235,198.8314845442848,238.3715609591904
180,240,199.38791973963913,243.82481104685007
180,245,200.60682912860935,248.4036106816287
180,250,199.59150372565512,253.2159105825231
180,255,200.94446630494082,258.5899674878936
180,260,200.64926802309844,263.7094611092524
180,265,201.47445854913454,269.16994901271585
180,270,202.07128799580272,274.27399311453365
180,275,202.30815597511634,278.85426370471026
180,280,203.07330077472793,283.6605410992192
180,285,203.52058292702463,288.6960876926313
180,290,204.2410212641068,293.62555823120744
180,295,204.71663406834918,299.1323076750732
180,300,205.1651655870492,303.9342774539722
180,305,205.7042006691368,309.2454132319587
180,310,206.18489266409622,314.69832529359843
180,315,207.0465685042974,318.87245010127816
180,320,208.2500376580905,324.7581717786795
180,325,208.1918357499449,329.2129855680919
180,330,208.98641396743622,334.7401977278583
180,335,209.33050757774174,338.96398603866675
180,340,209.41571922733843,345.059286133594
180,345,209.854771490743,349.6001480434539
180,350,210.65233688495206,355.26160858248556
180,355,211.3723910480002,360.7894598779734
180,360,212.12430989886778,365.4025271969619
180,365,212.9944693187754,371.25260727295876
180,370,213.73339286448052,376.7076011703155
180,375,214.15249403573517,381.39693902417065
190,200,205.88772752071043,202.46037299490303
190,205,206.370716992674,207.99384101907492
190,210,206.7967842423963,212.6504733982956
190,215,207.40112025967827,217.6858926747172
190,220,208.4086749787932,223.02318521217606
190,225,208.98300692642292,228.19561878836507
190,230,209.4939040472938,232.33780017737985
190,235,209.85675370187482,237.41865719286756
190,240,211.17231600123694,243.11331854526904
190,245,210.65612849010438,247.7856145921559
190,250,211.12375574931127,252.93216887178565
190,255,211.47968198587182,258.19227894319715
190,260,212.2965914128395,263.25274273165877
190,265,212.71828333622554,267.9121300441045
190,270,213.3153210116004,273.2643413106877
190,275,213.83011411988664,278.0784915950442
190,280,214.7250106460961,283.4088455325301
190,285,215.25685465614845,288.6802400953386
190,290,215.93495342317982,293.05249399223595
190,295,216.13765785328977,298.1765976407573
190,300,216.82592664425175,303.3562712653598
190,305,217.67918258692885,308.4390403789601
190,310,218.11611071531973,314.0400311379939
190,315,218.769958691227,319.33049325250016
190,320,219.6692193127946,324.72760250002074
190,325,220.11293701185835,329.5990582186351
190,330,220.91255107650153,334.5038449310997
190,335,220.9166084805512,339.0093029807506
190,340,221.194001410972,344.4922210564131
190,345,221.87364102639097,349.37732803487364
190,350,222.23156564167996,353.9236923374751
190,355,222.91411844223754,359.74002131682425
190,360,223.47389839843953,364.7558698367907
190,365,224.4831138604639,370.1514715056155
190,370,225.03551931249865,375.49760360574993
190,375,225.57651046804918,381.42407141391357
200,200,216.29660551044662,202.54416459851686
200,205,216.47247814098841,206.99348309308286
200,210,217.11535748296168,212.06420602442407
200,215,217.69874756604418,216.5230811059738
200,220,218.18865547305714,221.7389129540154
200,225,218.93161660905324,227.64457085743786
200,230,219.50972665153796,231.9382144145859
200,235,219.89895160940426,236.85312225129695
200,240,220.31761730443628,241.27214496291938
200,245,220.8790703001879,247.508675833926
200,250,221.32940510790166,252.40457449998027
200,255,221.74514192334325,257.1589058671725
200,260,222.43776021933692,262.77249996691256
200,265,223.11585499570396,267.3030268176237
200,270,223.8812093746775,271.81799039625025
200,275,224.43000709486785,276.925154876064
200,280,225.09710906961982,282.56313955186096
200,285,225.58719034700516,287.52030925005056
200,290,226.14789817705258,292.6043760806896
200,295,226.54637134723436,297.7905687562339
200,300,227.4953001529987,303.3326912935517
200,305,228.17036144517652,309.2002232623901
200,310,228.35405132465004,313.96621608792066
200,315,228.98871137738888,318.36877565397464
200,320,229.92200919303707,323.1817119780135
200,325,230.79116989974992,328.70058479562897
200,330,231.32491640552618,333.6189718958209
200,335,231.41175301237502,338.245815265629
200,340,231.84765747504545,343.5778048865816
200,345,232.01088341646977,348.3980925122563
200,350,232.8147878998505,354.3091694797179
200,355,233.56002062344535,359.49435822140725
200,360,233.91639968918668,365.0673085116123
200,365,234.51322716999778,370.48074826931935
200,370,235.07621675255103,375.6169446288958
200,375,235.652770588346,380.333837640286
210,200,228.13286264600455,200.77976424394046
210,205,228.3048334846662,205.91348838515498
210,210,229.08668664401375,210.75723740106474
210,215,229.3591263499615,215.98604310913626
210,220,230.32185835523876,220.7862993224419
210,225,230.77002093564687,225.88851288596695
210,230,230.81084938217631,231.0591988490166
210,235,231.12780115971597,236.63570181732803
210,240,231.69539563866988,241.40376808477447
210,245,231.0921312039436,245.24217453420536
210,250,233.45275906053828,251.3314364662292
210,255,233.38526285847607,254.81707413397362
210,260,234.1756384623126,260.6071937660665
210,265,234.8709843921883,266.16220709886176
210,270,235.93645978674272,271.9463263122175
210,275,236.44166750169475,277.3648209921979
210,280,236.90265599855275,281.3225235414455
210,285,237.80393182452374,286.1109006874027
210,290,238.80178918530234,292.17541828113747
210,295,238.74197795294387,296.2337392060068
210,300,239.53116879735055,302.07395546058507
210,305,239.64435851910156,307.1396322962432
210,310,240.51970717442362,312.78041013727295
210,315,240.756575859848,317.87802231098146
210,320,241.7002995430108,323.5527969027017
210,325,242.65878711878057,328.6216325846425
210,330,242.73907537055598,333.6414063375858
210,335,243.5229264719553,338.7555169704968
210,340,243.67347361357702,343.4657359595176
210,345,244.663722845612,348.580221956373
210,350,244.96457905246316,354.0864008351995
210,355,245.00380129293703,358.9738266463308
210,360,245.27333040104145,364.36060302390246
210,365,246.05979370771803,369.4178556294691
210,370,246.37478186385752,375.52128935474485
210,375,246.91828572621762,379.9826109308367
220,200,239.19142105093476,200.46703696993816
220,205,238.41298649728793,204.62607995468164
220,210,239.78583428854697,209.81966961431877
220,215,240.142291269647,215.12577228966725
220,220,240.49589127647596,219.93854542323248
220,225,241.4344451665241,224.4688455664274
220,230,241.59005305437637,229.9188520986223
220,235,242.04035393801848,234.7966596387661
220,240,242.53188191868466,240.14625140660254
220,245,243.35744878992594,244.9581022470143
220,250,243.85839293962866,249.93325674179033
220,255,244.64818894691106,255.74244033971308
220,260,245.45641898385594,260.45272545915253
220,265,245.79114974952685,264.91851721925985
220,270,246.58622749866268,270.8958208712454
220,275,246.60612259048202,276.8948411525903
220,280,248.77153562043472,281.5851870358635
220,285,248.99050339785413,285.76940620781414
220,290,249.616215738971,291.53558535491703
220,295,250.01788780534903,296.44813254652155
220,300,250.5385165803948,301.3382818078724
220,305,250.23570821871368,307.48668472957763
220,310,250.61589494465449,312.1822225635577
220,315,252.41742477579504,317.18689812970774
220,320,253.02208547030236,322.11734381117134
220,325,253.44452982461937,327.64504428770704
220,330,254.53358577378356,332.9295247689855
220,335,255.07979673965247,337.50837549589545
220,340,255.42749507412202,342.70617706683
220,345,256.0108618086171,348.21136647171886
220,350,255.78947900868022,353.7711750904174
220,355,256.1115220918238,358.5571490479854
220,360,256.075872168901,364.209731218427
220,365,256.8382592042571,368.9093933236333
220,370,257.26404392375775,373.0303011147718
220,375,257.97663616469384,378.80925690000214
230,200,250.16349082927104,198.94852192324743
230,205,250.26698816222336,204.00882349747695
230,210,251.29397321139527,209.0450490502529
230,215,251.41415838148194,214.15720169568726
230,220,252.43241393313264,218.97477830395036
230,225,252.85398696182463,224.13367602658593
230,230,253.38356874871036,229.655212542675
230,235,253.51435191727438,234.5147271057614
230,240,254.06061639321757,239.77453943764314
230,245,254.5078907360079,244.71820710469308
230,250,255.4038882461225,249.45754296336216
230,255,255.99436667996355,254.52365255890794
230,260,256.6996099017928,259.49672021229014
230,265,257.40415127791863,265.50613864811186
230,270,258.048724458011,269.82778034283456
230,275,258.84411473548505,275.2424192345458
230,280,259.41813001195135,280.1437500380431
230,285,259.87646837523016,285.60553167782257
230,290,259.84359689675273,290.5936958206324
230,295,260.5838311488202,296.0043053908227
230,300,261.5819652523819,301.37219757437055
230,305,262.3549543180168,306.55218585523704
230,310,261.91377331918864,311.75440844255235
230,315,264.02330662835544,316.59251180562796
230,320,263.7421175815759,321.90527113855904
230,325,264.4711775701516,327.033595960431
230,330,265.2316085634747,331.99018072035625
230,335,265.6034509891878,337.2301429070251
230,340,266.52130450299506,343.54041129566247
230,345,267.4404151328678,348.37774431248414
230,350,267.6885226640237,353.2606968239359
230,355,267.79742543878075,359.0018963236933
230,360,268.01412158173537,363.4109352609366
230,365,268.4303082230713,368.0247682836514
230,370,269.1797414266136,374.2282672237864
230,375,270.047937804163,379.76521888394893
240,200,261.99114282469844,198.47567590210593
240,205,262.52949857989154,203.74555118782203
240,210,263.38242069843744,208.3555821536348
240,215,263.954825359322,213.03727396619988
240,220,263.7425278180642,218.359245950159
240,225,264.3297033807145,223.35603595802615
240,230,264.2736013307312,229.40417170383827
240,235,264.772106107283,233.19873221820686
240,240,264.98057221615557,238.46980126143617
240,245,265.6068084353367,243.77076498044497
240,250,267.22737330491253,249.20838311549593
240,255,267.958558778491,254.66427022911304
240,260,267.8106647785326,259.21999406787165
240,265,269.0185162787542,264.6493923439741
240,270,269.3311612059118,269.4992920338451
240,275,269.51754638637453,273.9505349279621
240,280,270.73926905988844,280.3790882616821
240,285,271.3433265537612,285.0583248755494
240,290,271.7926827450557,290.2244000278059
240,295,272.5306382908284,295.57707992076473
240,300,273.47601070114194,300.2932724616372
240,305,274.07830083019417,306.4464511688392
240,310,273.4281490207234,310.82013125943047
240,315,274.56164960129286,316.2316162353825
240,320,275.21798437788505,321.56563580283773
240,325,275.7044272565328,326.5498337024772
240,330,276.32077698234787,331.159279181628
240,335,276.8803779614979,337.13997411285146
240,340,277.7956135214783,341.4888681007318
240,345,278.5921392224216,348.1430469736084
240,350,278.83325614300264,352.259538730621
240,355,279.14146921848516,357.6787670091162
240,360,280.0909562316685,363.0398732553432
240,365,280.38670535829186,367.5921163129321
240,370,280.99516699620307,373.0210978848054
240,375,281.75330800468555,378.4080590524633
250,200,273.2546270066404,197.66555103062046
250,205,273.38953151078255,202.05643707271167
250,210,273.0821585723728,207.1796660846677
250,215,274.0088191696766,212.40572256444077
250,220,274.492216393636,217.92631735360433
250,225,274.43335337466556,222.57095882108067
250,230,274.86301608154076,228.04162017618222
250,235,275.98240777591104,233.42538044103
250,240,276.45203886978726,238.6550068939556
250,245,276.72309684709063,243.11609804090483
250,250,277.11425662227236,247.26786759808118
250,255,277.3514266772592,252.9034244073158
250,260,278.72843650342764,258.7030252347424
250,265,279.41930990066305,263.9110080564472
250,270,280.0585366686067,269.24574125840957
250,275,280.4732123287114,273.1734298743223
250,280,281.28891029056666,279.4746733010825
250,285,282.3834464647825,285.3607355147074
250,290,282.59607902015654,290.3345422592277
250,295,282.9693617936766,295.0665054158704
250,300,284.339827305043,300.6536177161652
250,305,284.91249735265427,305.1831802176576
250,310,284.627589585542,309.42995123844884
250,315,286.1067200363506,315.4521819392857
250,320,286.6947173194257,320.9131668549447
250,325,286.97932493148676,325.4490478174047
250,330,287.5283505860514,330.17854535113133
250,335,288.2210013583152,335.94490706694603
250,340,289.1234825326551,341.64138326763737
250,345,289.27421160595327,346.39065552206125
250,350,289.5094275126945,351.2789337061996
250,355,290.31925940074836,357.39203668985573
250,360,291.0799733873263,362.9976048373318
250,365,291.4576258179619,368.29745641669564
250,370,292.24245394450696,372.5988208379195
250,375,293.1010788914035,378.9236703135608
260,200,285.3581715082526,196.99654125140762
260,205,285.08661397400226,201.40046091651658
260,210,285.49377139051467,207.19589808026097
260,215,286.5895423536863,210.9977640461884
260,220,286.1663565847419,216.07963453780732
260,225,287.80625837969376,221.6279531647758
260,230,287.62679838642094,226.69681920010572
260,235,287.7157072501562,232.0148597454277
260,240,288.2772957176178,236.45362169374286
260,245,288.8342588860766,241.1885312578968
260,250,289.3980886699357,247.29239721560097
260,255,291.07939956113165,252.61226423117677
260,260,291.7123536014005,258.6745490283561
260,265,291.70868246276535,262.6776042712341
260,270,293.07291673095915,268.82998543001713
260,275,293.5208494781624,273.2399211296261
260,280,293.26288161231577,277.96990577561075
260,285,293.7420121149524,282.6750521829694
260,290,295.12103844770064,288.6486413906873
260,295,295.899934073159,294.17408767613875
260,300,296.12291685404716,298.3427014461629
260,305,297.4406828374211,304.5196853538833
260,310,298.0890831866519,310.7052707642569
260,315,299.23326395786097,316.58693082094726
260,320,299.44408204124784,320.98095132702014
260,325,299.3964448201757,324.8979191245534
260,330,299.69970427499646,331.48079101657333
260,335,300.351078603812,336.1508694673129
260,340,301.10826781814774,341.51261127544853
260,345,301.63756843235404,346.98552469839626
260,350,302.31949462628415,351.72433867876117
260,355,303.3217898079296,356.8720196096346
260,360,304.0567802432003,361.85385184878004
260,365,303.62476170764774,367.4312473178597
260,370,305.1145031682029,373.4161335485188
260,375,305.5482402702101,378.8351656249245
270,100,285.89430452222564,92.16977646286692
270,205,296.6682750389172,201.11909627521626
270,210,297.3549964021027,205.81715697251033
270,215,298.2720700446082,210.3945250283572
270,220,297.92856508159423,215.5377272748767
270,225,299.43455349000686,220.13281466976164
270,230,299.58485554817497,226.4161846390549
270,235,299.9345467854891,230.6706372743745
270,240,299.97921176247405,235.72394236573825
270,245,300.4016343330371,241.4930723388697
270,250,300.848708839748,246.02563720307768
270,255,302.4993419592398,252.0163991180317
270,260,302.90051530484016,258.092577345275
270,265,303.5309532138766,262.02876336918666
270,270,304.2897663829163,268.1882895986146
270,275,304.6523859350948,272.76482256456444
270,280,305.6259196265913,278.2153302793342
270,285,306.07693546576553,283.47250599110697
270,290,306.5090851596964,287.9872291495563
270,295,307.3866488758618,293.329664928543
270,300,307.70281927676547,298.8145446549309
270,305,307.7260464714038,303.47248031535827
270,310,309.38557971887576,309.5845207571948
270,315,310.0585214899502,314.9213273964658
270,320,310.5192379939787,318.97720220405074
270,325,311.01827218471124,324.4797254380201
270,330,311.4927768460458,329.2498169526853
270,335,312.41387825546394,335.214054977009
270,340,312.89921317328606,340.47749413377034
270,345,313.12380071292597,345.4580766945873
270,350,314.09218742257167,351.37645420469346
270,355,313.88597618434466,355.711176898196
270,360,314.92495620910097,361.15149096543945
270,365,315.82198122613704,366.46087023744474
270,370,315.96228765021556,371.85448508437617
270,375,316.42772548634997,377.07442116766015
280,200,312.32838710347727,195.78574656551982
280,205,312.170897640562,200.76331710598015
280,210,313.60277686860763,207.10416097595623
280,215,314.134424003431,212.11409272840112
280,220,314.881080561766,216.81992931638732
280,225,314.85897104738206,222.16834127455178
280,230,314.81147958172915,227.86225893631376
280,235,315.3266936785405,231.80897751207263
280,240,315.27686410662795,236.83192872640296
280,245,316.01990040439426,243.24939207715224
280,250,316.22787895320636,247.72995960945755
280,255,317.1181507254467,253.36081038161802
280,260,317.5109896873667,257.9082338598134
280,265,318.0735910639622,263.1357639141918
280,270,319.2032496724751,270.08903278096784
280,275,319.6678920582958,275.1171322781399
280,280,320.4962024727419,280.1858561429525
280,285,320.9659878576036,284.90557352337305
280,290,321.5150614919433,289.35248725994967
280,295,322.6253619776329,294.84515486247244
280,300,322.905197311826,300.6095305661536
280,305,324.1181510397875,307.04626195756424
280,310,324.6137430854044,312.74656876596964
280,315,325.63601287404606,318.08203656933483
280,320,325.95066822796684,321.9455396277099
280,325,326.7346642059871,329.4070494267625
280,330,326.541209422309,333.53981823332884
280,335,326.97485861762004,338.0369753082255
280,340,327.83016666623007,343.9109707485252
280,345,328.6241963208258,349.6377699107849
280,350,329.30168728939265,354.7413138427252
280,355,329.7664921412102,360.2699191807086
280,360,329.99322452430965,364.97367123295436
280,365,330.9224455415116,371.33888131739064
280,370,331.24570544472414,376.59758865826143
280,375,331.8612489072902,381.91822294637626
290,200,323.6099149751509,194.90322561484072
290,205,324.05385439855445,199.77418978680936
290,210,324.77224907903064,205.24553391722327
290,215,325.4732181069668,210.00407669396714
290,220,324.188917814385,215.9092145620186
290,225,325.10244841760664,221.63590671069795
290,230,325.8471020228101,227.07608554125753
290,235,326.11740089188015,231.62444022217946
290,240,327.081229427457,235.8467723916404
290,245,327.0930386986638,240.96755612411243
290,250,327.8603835538435,246.3676512734157
290,255,328.4649920718534,251.37007905273285
290,260,329.4035909222852,257.9191567883386
290,265,330.2131806023244,264.18796214907695
290,270,330.43446273110413,268.38896078117045
290,275,330.879728020681,273.82287873729183
290,280,332.1450490710657,279.847940727682
290,285,332.8883183988299,284.9828259066158
290,290,333.9260998096982,289.59544890157866
290,295,334.35012246810965,294.9822504964713
290,300,335.27818228742115,299.99566690681
290,305,336.25599469580226,306.04510227090975
290,310,336.84143897260816,311.20566346767635
290,315,337.8115265475602,316.5887582751039
290,320,338.3793311094584,321.958070533765
290,325,338.0315585276214,328.1544042908021
290,330,338.4881456310506,332.9710255361186
290,335,339.04106660620215,338.0621371729252
290,340,339.82626293960135,343.97430111977025
290,345,340.66722532507436,348.97423576622253
290,350,341.5663101212735,354.4024886231061
290,355,342.3354873819796,359.03259497133104
290,360,342.153657134634,364.96812570556114
290,365,343.2444219569805,371.19600320783866
290,370,343.38877492044674,376.4136721671482
290,375,344.5174432159661,382.59297844648523
300,200,335.92562488575925,193.82835212006844
300,205,334.76048595359845,199.26729717814254
300,210,335.40938492396066,205.6189607138362
300,215,335.6201996280749,211.57700182185258
300,220,336.5936780472696,216.02615929449507
300,225,336.5584927551652,220.14634712477582
300,230,338.0903468344892,225.80516333423822
300,235,338.0189884619152,230.55988310400178
300,240,338.48863693253674,235.34214280084467
300,245,339.55311682004543,240.6289432309947
300,250,339.794287265782,245.6194921465057
300,255,340.85649359403806,251.06804186902028
300,260,341.6259495452218,257.3936013418019
300,265,342.3465216312987,262.75803034224424
300,270,342.4550887924463,267.3754706288492
300,275,342.9382879000943,273.17258784920415
300,280,343.70723916539777,278.12724326949314
300,285,344.7914963842053,283.87757818140665
300,290,345.1323515851948,287.98938917636957
300,295,346.0478433804399,294.6725528644771
300,300,346.9797188649931,300.0961915431282
300,305,347.54030369244396,305.1746115624193
300,310,348.6174451435208,310.3204271625657
300,315,349.0340469856879,316.3638277699882
300,320,349.5567230841303,322.2030218399881
300,325,350.1022997508073,327.9783946658194
300,330,349.9600166584138,333.165474763529
300,335,350.4208607045049,337.94616841380866
300,340,351.0972715554362,342.4792035098842
300,345,352.3260110041343,349.2204798961338
300,350,353.1675727094118,355.4576705082404
300,355,353.74894298611684,360.60392100727705
300,360,353.7273475827032,365.1587603331989
300,365,354.5584767301092,370.2726476738702
300,370,354.712718552894,374.8406721768827
300,375,355.88896985215405,380.7371854647045
310,200,350.1704884556064,191.59467066753882
310,205,349.6028040548624,196.75046395427267
310,210,349.95551887368254,202.85341693248802
310,215,349.62538440149103,207.45260463286562
310,220,350.67279179497234,213.2354902350045
310,225,351.51774026700696,219.21975257700942
310,230,352.50552492990414,223.53270676270174
310,235,353.5773344147346,229.34300295029465
310,240,353.87068802174673,233.87141934868123
310,245,354.4826634900918,240.17341659070598
310,250,354.89024882062466,244.55811484703227
310,255,355.54438854834945,250.20818696714935
310,260,356.69723045802243,256.3076493548424
310,265,356.6469803006135,260.3044602315547
310,270,357.8136807395743,266.6465580155576
310,275,358.08852415695844,271.7605507850633
310,280,358.2475871082418,276.5396800037608
310,285,358.0992466371276,282.1824662738726
310,290,359.51052811007685,288.25002962324504
310,295,360.63176384048506,293.12118603505104
310,300,361.80306808785116,299.2595266280984
310,305,363.04904591907103,304.1625534037171
310,310,362.6186714250118,310.1249131080199
310,315,363.32146420155243,315.65032066993604
310,320,364.03215954591656,320.4094357273067
310,325,364.5399633867773,326.19860658528467
310,330,364.45774021738083,331.36098673009917
310,335,364.21641832601244,336.9759554459608
310,340,365.15904019814474,342.00333634695454
310,345,366.9515766260808,347.8523547326293
310,350,366.82682638291936,353.1200956053388
310,355,367.93938426906897,358.4160157731377
310,360,368.9670803053577,364.6265744325897
310,365,369.59357863185676,370.3704910273019
310,370,369.1920778917713,375.309150524075
310,375,369.30534576489146,380.2186732984324
320,200,360.76266932333544,191.09520459819544
320,205,361.2879382562103,196.38307251972947
320,210,361.1050055860943,200.0863748795682
320,215,361.3558198004937,206.47972953799447
320,220,362.0552593337887,211.5242974466288
320,225,363.32067309163637,217.50119095470032
320,230,364.09550058882826,222.3732684534175
320,235,364.74739622156153,227.26802498834633
320,240,365.41887839803263,232.78201195795128
320,245,366.11421709038547,238.22257760583085
320,250,366.98202800427185,243.85287169662297
320,255,366.89161157469437,249.34727449397278
320,260,366.9367789474252,255.0372431901933
320,265,367.1963479714306,259.37654938479545
